Setting_1,Setting_2,Setting_3,LPC_outlet_temperature,Physical_fan_speed,Corrected_core_speed,Burner_fuel_air_ratio,Maintenance_Status
0.47614263949723856,0.8334916864608075,1.0,0.6678386380458923,0.8641714394403701,0.637934338272867,0.0,1
0.9999262045324699,0.9994061757719714,1.0,0.12685048112509278,0.6276391149058478,0.7514690853346941,0.0,0
6.189297276709197e-05,0.0,1.0,0.9966691339748328,0.9997041232537986,0.9029764946346468,1.0,1
0.23800466577794707,0.29691211401425177,1.0,0.6415618060695776,0.8535410106304289,0.8849003576903449,1.0,1
0.9999476290230431,0.9978622327790972,1.0,0.1311991117690603,0.6278081873322483,0.7371295350025555,0.0,1
4.046848219386783e-05,0.0009501187648456057,1.0,0.9881569207994074,0.9997252573070989,0.9684785385794576,1.0,1
0.8332888973528851,0.9976247030878859,1.0,0.1845854922279795,0.6510133778557394,0.694973173224323,0.0,0
0.4762759474385831,0.8313539192399049,1.0,0.6653404885270175,0.8641291713337695,0.6291517629023993,0.0,1
0.8333055608455531,0.9976247030878859,1.0,0.18828645447816417,0.6506329648963369,0.671435871231477,0.0,1
0.23801418777375735,0.29691211401425177,1.0,0.6360103626943001,0.8533508041507281,0.8780339805825221,1.0,0
0.23808560274233478,0.29691211401425177,1.0,0.6351776461880076,0.8533085360441275,0.8515904445579956,1.0,0
0.999880975052371,0.9976247030878859,1.0,0.13610288675055493,0.6274911765327476,0.7426226366888109,0.0,0
0.4762688059417254,0.8325415676959619,1.0,0.6643227239082163,0.8638966967474699,0.6087123147675015,0.0,0
0.4761045515139973,0.8325415676959619,1.0,0.6613619541080675,0.8642559756535704,0.663675268267756,0.0,0
0.9998666920586554,0.9997624703087885,1.0,0.12490747594374518,0.6276813830124484,0.7538643331630048,0.0,1
0.5953032755665587,0.7363420427553444,0.0,0.007957068837897374,0.000718557812202647,0.07591338783852919,0.0,0
0.9999976195010474,0.9992874109263659,1.0,0.12240932642487046,0.6273009700530459,0.7178078691875314,0.0,0
4.760997905160921e-05,0.0,1.0,0.9896373056994818,0.9996407210938987,0.926481859989778,1.0,0
1.1902494762902303e-05,0.0009501187648456057,1.0,0.9917653589933382,0.9998097935202992,0.9042858967807881,1.0,1
0.4762402399542944,0.8325415676959619,1.0,0.6597890451517392,0.8640657691738705,0.6620145631067977,0.0,0
0.9998000380879832,0.9976247030878859,1.0,0.12490747594374518,0.6274911765327476,0.7303909044455814,0.0,0
4.046848219386783e-05,0.0,1.0,0.9913952627683189,0.9996407210938987,0.9366377107818096,1.0,0
0.8332508093696438,0.9976247030878859,1.0,0.18384529977794184,0.6507597692161378,0.6828691875319386,0.0,0
0.5951675871262616,0.7377672209026128,0.0,0.01748704663212397,0.00019020647970080518,0.02411216147164197,0.0,0
0.8333626928204151,0.9976247030878859,1.0,0.18662102146558102,0.6510767800156394,0.6903423607562615,0.0,0
0.8333317463340315,0.9976247030878859,1.0,0.1841228719467054,0.6509922438024391,0.6888094021461413,0.0,0
