LPC_outlet_temperature,HPC_outlet_temperature,LPT_outlet_temperature,Bypass_duct_pressure,HPC_outlet_pressure,Physical_fan_speed,Physical_core_speed,HPC_outlet_static_pressure,Fuel_flow_ratio,Corrected_fan_speed,Bypass_ratio,Bleed_enthalpy,HPT_cool_air_flow,LPT_cool_air_flow
0.7680000000000291,0.552623863969508,0.5077262693156754,1.0,0.0823798627002077,0.6249999999990905,0.35829959514171605,0.6638655462184886,0.29226361031518877,0.7222222222208075,0.7951425554382254,0.7777777777777786,0.2978723404255348,0.17501308672134286
0.6920000000000073,0.50747581354441,0.9099828305126323,1.0,0.3935926773455378,0.6874999999990905,0.8735596387418241,0.6386554621848717,0.2464183381088958,0.6666666666660603,0.6166842661034835,0.6666666666666714,0.5,0.341301692549294
0.7400000000000091,0.6572852535913256,0.9892077507971564,1.0,0.27688787185354613,0.84375,0.8567424478355576,0.941176470588232,0.18051575931232833,0.6944444444443434,0.9604012671594475,0.5555555555555571,0.10638297872340274,-0.17274472168905675
0.7320000000000277,0.8411023160363555,0.933774834437088,1.0,0.2837528604118802,0.65625,0.9159140454687247,0.7478991596638664,0.2521489971346682,0.5833333333330302,0.8653643083421372,0.7777777777777786,0.26595744680851396,0.4117954981678622
0.3120000000000118,0.2673702726473124,0.6597988717194028,1.0,0.6361556064073426,0.34375,0.7396449704141901,0.5210084033613427,0.5959885386819508,0.27777777777737356,0.612460401267164,0.5555555555555571,0.5425531914893611,0.42191589600418666
0.3480000000000132,0.5690413368513632,0.3836154034829562,0.0,0.6475972540045802,0.28125,0.856898162566182,0.41176470588235503,0.5702005730659039,0.3888888888877773,0.4699049630411807,0.44444444444444287,0.2127659574468126,0.6086197871226702
0.52800000000002,0.5731457050718234,0.8140789796418986,1.0,0.3112128146453017,0.84375,0.2496107131734675,0.6722689075630228,0.3524355300859554,0.7222222222208075,0.6826821541710615,0.6666666666666714,0.4574468085106389,0.40132612109579924
0.5160000000000196,0.5429492817355595,0.6772136374785376,1.0,0.4027459954233592,0.6249999999990905,0.4585798816568172,0.5798319327731107,0.20916905444127565,0.6388888888886868,0.6774023231256621,0.6666666666666714,0.2872340425531945,0.5173617169778382
0.8640000000000327,0.664321313397835,0.6384596517046859,1.0,0.14187643020592589,1.03125,0.4335098100280277,0.9159663865546293,0.20630372492837523,0.8611111111104037,0.788806758183739,0.7777777777777786,0.0,0.20258244634444367
0.3800000000000523,0.4083846379360878,0.43340691685062893,1.0,0.49656750572083297,0.3749999999990905,0.44145126128933043,0.4705882352941231,0.6475644699140446,0.3611111111113132,0.3310454065469912,0.3333333333333357,0.4680851063829792,0.49746990054092066
0.9720000000000368,0.8956317795367923,1.1275447633063536,1.0,0.043478260869562746,0.71875,1.5302086577389957,1.1260504201680703,0.14326647564470818,0.6944444444443434,1.0306230200633593,0.8888888888888928,0.06382978723404165,-0.16122840690978535
0.4280000000000541,0.6546467311638793,0.7309296051017924,1.0,0.4645308924485221,0.40625,0.5917159763313578,0.43697478991597194,0.3409742120344106,0.4999999999990905,0.4704329461457206,0.5555555555555571,0.47872340425532656,0.3945210259989551
0.6639999999999873,0.5370858985634683,0.866323276919303,1.0,0.2517162471395835,0.5624999999990905,0.3889753970725849,0.7142857142857153,0.30945558739256285,0.6388888888886868,0.9081309398099222,0.6666666666666714,0.27659574468084713,0.09195602861629482
0.7599999999999909,1.131046613896217,1.1169977924944803,1.0,0.1395881006864812,0.78125,1.5420429772656234,1.0168067226890756,0.24355300859599538,0.7499999999990905,0.9028511087645228,0.8888888888888928,0.11702127659574302,0.16785901238876733
0.47600000000005593,0.6206391087657579,0.6193279372087304,1.0,0.4942791762013883,0.7499999999990905,0.6717533478667121,0.4789915966386573,0.4699140401146167,0.5277777777773736,0.3173178458289314,0.6666666666666714,0.6063829787234027,0.3803873669516662
0.9280000000000541,0.9838756962767476,0.8432671081677725,1.0,0.10068649885582204,0.78125,0.44721270632203414,0.8403361344537856,0.020057306590274493,0.8888888888877773,0.7397043294614534,0.7777777777777786,0.3297872340425556,0.04868260338510311
